,0
0,0.0005557503689891294
1,0.0005577935688751189
2,0.0005879307671934632
3,0.0005667325683763229
4,0.0005858875673074738
5,0.0005848659673644793
6,0.0005465559695021771
7,0.000517695771112576
8,0.0004898571726659699
9,0.00044899317494618077
10,0.0004515471748036677
11,0.0004203883765423284
12,0.0004081291772263921
13,0.00043188137590101936
14,0.0004433743752597099
15,0.0004331583758297626
16,0.0004155357768131037
17,0.00040404277745441277
18,0.00040531977738315645
19,0.00041247097698411976
20,0.00039229437810997395
21,0.0003726285792073256
22,0.000356793780090907
23,0.0003516857803759336
24,0.0003759487790220583
25,0.0003741609791218176
26,0.00035883697997689647
27,0.0003386603811027511
28,0.00032001618214309727
29,0.0003156743823853696
30,0.000299328783297454
31,0.0002454393863044824
32,0.00021964398774386527
33,0.00022219798760135263
34,0.00020738478842792897
35,0.00018235558982455805
36,0.00016626539072239158
37,0.00014608879184824534
38,8.811299508329484e-05
39,0.00016447759082215043
40,0.00019793498895522748
41,0.0002622957853638951
42,0.00022092098767260895
43,0.00019895658889822242
44,0.00020815098838517518
45,0.00020380918862744754
46,0.00019359318919749983
47,0.0001866973895822857
48,0.00018235558982455805
49,0.0001874635895395319
50,0.0002525905859054453
51,0.00029907338331170525
52,0.00029166678372499364
53,0.0003590923799626452
54,0.0004732561735923055
55,0.00045359037468965715
56,0.0004403095754307255
57,0.0004119601770126223
58,0.0003833553786087699
59,0.00034402378080347325
60,0.00035194118036168233
61,0.0003396819810457456
62,0.0003059691829269198
63,0.0003080123828129093
64,0.00027583198460857505
65,0.00025310138587694275
66,0.0002771089845373187
67,0.00027506578465132927
68,0.00031848378222860485
69,0.00033763878115975615
70,0.00029677478343996706
71,0.0002689361849933609
72,0.00026382818527838706
73,0.00024569478629023114
74,0.00022883838723081803
75,0.00023215858704555116
76,0.00021351438808589734
77,0.00022270878757284967
78,0.00022909378721656676
79,0.00022909378721656676
80,0.00022194258761560346
81,0.00023164778707405326
82,0.00024084218656100602
83,0.00022653978735907984
84,0.000207895588399426
85,0.00019129458932576164
86,0.00017954618998132282
87,0.00017903539000982535
88,0.00015885879113567954
89,0.00012693379291709448
90,9.781819454174464e-05
91,0.00010139379434222608
92,0.00011773939343014172
93,0.00011416379362966028
94,9.32209947982687e-05
95,9.32209947982687e-05
96,0.00011850559338738792
97,0.00012208119318786936
98,0.00013638359238979554
99,0.00017086259046586753
100,0.0001915499893115108
101,0.00014276859203351264
102,0.00012540139300260206
103,9.449799472701194e-05
104,2.349679868887851e-05
105,2.400759866037598e-05
106,1.0215999429947272e-05
107,1.5068599159172389e-05
108,4.086399771978909e-06
109,0.0
110,8.938999501203592e-06
111,1.0215999429947272e-05
112,2.0176598874145808e-05
113,0.00010241539428522102
114,0.00021172658818565662
115,0.00024390698638998998
116,0.00033585098125951543
117,0.0004742777735353
118,0.0006152585656685724
119,0.0005008393720531629
120,0.00045869837440463057
121,0.00045691057450438985
122,0.0004170681767275957
123,0.0004252409762715535
124,0.0004574213744758873
125,0.00045512277460414913
126,0.0004336691758012601
127,0.0003991901777251881
128,0.00038284457863727245
129,0.0003733947791645714
130,0.00031516358241387215
131,0.00036420037967761906
132,0.0003539843802476718
133,0.0003537289802619226
134,0.0003899957782382353
135,0.0004088953771836383
136,0.0004574213744758873
137,0.0004658495740055939
138,0.00045435657464690336
139,0.0004732561735923055
140,0.0005110553714831106
141,0.0005123323714118539
142,0.0005128431713833509
143,0.0005360845700864811
144,0.0005815457675497461
145,0.0006359459645142156
146,0.0006980081610511446
