,0
0,0.0006252191651127709
1,0.0005907401670366985
2,0.0005457897695449309
3,0.0005511531692456531
4,0.0005557503689891294
5,0.0005577935688751189
6,0.0005879307671934632
7,0.0005667325683763229
8,0.0005858875673074738
9,0.0005848659673644793
10,0.0005465559695021771
11,0.000517695771112576
12,0.0004898571726659699
13,0.00044899317494618077
14,0.0004515471748036677
15,0.0004203883765423284
16,0.0004081291772263921
17,0.00043188137590101936
18,0.0004433743752597099
19,0.0004331583758297626
20,0.0004155357768131037
21,0.00040404277745441277
22,0.00040531977738315645
23,0.00041247097698411976
24,0.00039229437810997395
25,0.0003726285792073256
26,0.000356793780090907
27,0.0003516857803759336
28,0.0003759487790220583
29,0.0003741609791218176
30,0.00035883697997689647
31,0.0003386603811027511
32,0.00032001618214309727
33,0.0003156743823853696
34,0.000299328783297454
35,0.0002454393863044824
36,0.00021964398774386527
37,0.00022219798760135263
38,0.00020738478842792897
39,0.00018235558982455805
40,0.00016626539072239158
41,0.00014608879184824534
42,8.811299508329484e-05
43,0.00016447759082215043
44,0.00019793498895522748
45,0.0002622957853638951
46,0.00022092098767260895
47,0.00019895658889822242
48,0.00020815098838517518
49,0.00020380918862744754
50,0.00019359318919749983
51,0.0001866973895822857
52,0.00018235558982455805
53,0.0001874635895395319
54,0.0002525905859054453
55,0.00029907338331170525
56,0.00029166678372499364
57,0.0003590923799626452
58,0.0004732561735923055
59,0.00045359037468965715
60,0.0004403095754307255
61,0.0004119601770126223
62,0.0003833553786087699
63,0.00034402378080347325
64,0.00035194118036168233
65,0.0003396819810457456
66,0.0003059691829269198
67,0.0003080123828129093
68,0.00027583198460857505
69,0.00025310138587694275
70,0.0002771089845373187
71,0.00027506578465132927
72,0.00031848378222860485
73,0.00033763878115975615
74,0.00029677478343996706
75,0.0002689361849933609
76,0.00026382818527838706
77,0.00024569478629023114
78,0.00022883838723081803
79,0.00023215858704555116
80,0.00021351438808589734
81,0.00022270878757284967
82,0.00022909378721656676
83,0.00022909378721656676
84,0.00022194258761560346
85,0.00023164778707405326
86,0.00024084218656100602
87,0.00022653978735907984
88,0.000207895588399426
89,0.00019129458932576164
90,0.00017954618998132282
91,0.00017903539000982535
92,0.00015885879113567954
93,0.00012693379291709448
94,9.781819454174464e-05
95,0.00010139379434222608
96,0.00011773939343014172
97,0.00011416379362966028
98,9.32209947982687e-05
99,9.32209947982687e-05
100,0.00011850559338738792
101,0.00012208119318786936
102,0.00013638359238979554
103,0.00017086259046586753
104,0.0001915499893115108
105,0.00014276859203351264
106,0.00012540139300260206
107,9.449799472701194e-05
108,2.349679868887851e-05
109,2.400759866037598e-05
110,1.0215999429947272e-05
111,1.5068599159172389e-05
112,4.086399771978909e-06
113,0.0
114,8.938999501203592e-06
115,1.0215999429947272e-05
116,2.0176598874145808e-05
117,0.00010241539428522102
118,0.00021172658818565662
119,0.00024390698638998998
120,0.00033585098125951543
121,0.0004742777735353
122,0.0006152585656685724
123,0.0005008393720531629
124,0.00045869837440463057
125,0.00045691057450438985
126,0.0004170681767275957
127,0.0004252409762715535
128,0.0004574213744758873
129,0.00045512277460414913
130,0.0004336691758012601
131,0.0003991901777251881
132,0.00038284457863727245
133,0.0003733947791645714
134,0.00031516358241387215
135,0.00036420037967761906
136,0.0003539843802476718
137,0.0003537289802619226
138,0.0003899957782382353
139,0.0004088953771836383
140,0.0004574213744758873
141,0.0004658495740055939
142,0.00045435657464690336
143,0.0004732561735923055
144,0.0005110553714831106
145,0.0005123323714118539
146,0.0005128431713833509
147,0.0005360845700864811
148,0.0005815457675497461
149,0.0006359459645142156
150,0.0006980081610511446
151,0.0007028607607803697
152,0.0007595595576165765
153,0.0007552177578588489
154,0.0007434693585144101
155,0.0006944325612506632
156,0.0006676155627470515
157,0.0006860043617209566
158,0.0006847273617922134
159,0.0007148645601105577
160,0.0007493435581866297
161,0.0007483219582436348
162,0.0007204833597970286
163,0.0007082241604810919
164,0.0006640399629465701
165,0.0006699141626187897
166,0.0006847273617922134
167,0.0006530577635593766
168,0.0005909955670224476
169,0.0006175571655403105
170,0.0005876753672077149
171,0.0005869091672504687
172,0.0005943157668371803
173,0.0006188341654690538
174,0.0006410539642291886
175,0.000657144163331356
176,0.0006137261657540799
177,0.0005927833669226879
178,0.0005616245686613491
179,0.00058665376726472
180,0.0005611137686898516
181,0.0005031379719249015
182,0.000517695771112576
183,0.0005148863712693403
184,0.0004740223735495517
185,0.00046814817387733207
186,0.0005039041718821473
187,0.00046661577396283965
188,0.0004699359737775728
189,0.0005156525712265866
190,0.000562646168604344
191,0.0005437465696589414
192,0.0005585597688323651
193,0.0005286779704997695
194,0.0005353183701292349
195,0.0005498761693169098
196,0.000529699570442764
197,0.0005427249697159469
198,0.0005618799686470978
199,0.0005613691686756008
200,0.0005483437694024178
201,0.0005618799686470978
202,0.0005667325683763229
203,0.0005498761693169098
204,0.0005516639692171505
205,0.0005388939699297163
206,0.0005291887704712665
207,0.0005337859702147429
208,0.0005383831699582193
209,0.0005268901705995283
210,0.0005159079712123353
211,0.0005143755712978433
212,0.0005340413702004916
213,0.0005950819667944261
214,0.0006581657632743505
215,0.000701583760851626
216,0.0006630183630035751
217,0.0006461619639441625
218,0.0006190895654548021
219,0.0006190895654548021
220,0.0006356905645284665
221,0.0006367121644714614
222,0.0006448849640154192
223,0.0006642953629323188
224,0.0006484605638159007
225,0.0006596981631888424
226,0.0006683817627042977
227,0.0006632737629893239
228,0.0006400323642861941
229,0.0006310933647849901
230,0.0006298163648562468
231,0.0006313487647707388
232,0.0006622521630463294
233,0.0007069471605523486
234,0.000689069161549941
235,0.0006768099622340043
236,0.0006257299650842679
237,0.0006333919646567283
238,0.0006180679655118076
239,0.0005562611689606269
240,0.0005409371698157062
241,0.0005447681696019364
242,0.0005284225705140208
243,0.000469169773820327
244,0.00046508337404834767
245,0.0004732561735923055
246,0.0004418419753452179
247,0.000403276577497167
248,0.00040608597734040266
249,0.0004170681767275957
250,0.0004515471748036677
251,0.0004129817769556168
252,0.0003961253778962041
253,0.0003981685777821936
254,0.0003636895797061216
255,0.0003325307814447823
256,0.00035781538003390196
257,0.00038744177838074883
258,0.00040302117751141826
259,0.00040761837725489464
260,0.00042549637625730226
