,0
0,0.0004203883765423284
1,0.0005059473717681368
2,0.0005618799686470978
3,0.0005557503689891294
4,0.0005437465696589414
5,0.0005595813687753596
6,0.0007072025605380974
7,0.0007189509598825366
8,0.000645651163972665
9,0.0006218989652980378
10,0.0006384999643717021
11,0.0006630183630035751
12,0.0006252191651127709
13,0.0005907401670366985
14,0.0005457897695449309
15,0.0005511531692456531
16,0.0005557503689891294
17,0.0005577935688751189
18,0.0005879307671934632
19,0.0005667325683763229
20,0.0005858875673074738
21,0.0005848659673644793
22,0.0005465559695021771
23,0.000517695771112576
24,0.0004898571726659699
25,0.00044899317494618077
26,0.0004515471748036677
27,0.0004203883765423284
28,0.0004081291772263921
29,0.00043188137590101936
30,0.0004433743752597099
31,0.0004331583758297626
32,0.0004155357768131037
33,0.00040404277745441277
34,0.00040531977738315645
35,0.00041247097698411976
36,0.00039229437810997395
37,0.0003726285792073256
38,0.000356793780090907
39,0.0003516857803759336
40,0.0003759487790220583
41,0.0003741609791218176
42,0.00035883697997689647
43,0.0003386603811027511
44,0.00032001618214309727
45,0.0003156743823853696
46,0.000299328783297454
47,0.0002454393863044824
48,0.00021964398774386527
49,0.00022219798760135263
50,0.00020738478842792897
51,0.00018235558982455805
52,0.00016626539072239158
53,0.00014608879184824534
54,8.811299508329484e-05
55,0.00016447759082215043
56,0.00019793498895522748
57,0.0002622957853638951
58,0.00022092098767260895
59,0.00019895658889822242
60,0.00020815098838517518
61,0.00020380918862744754
62,0.00019359318919749983
63,0.0001866973895822857
64,0.00018235558982455805
65,0.0001874635895395319
66,0.0002525905859054453
67,0.00029907338331170525
68,0.00029166678372499364
69,0.0003590923799626452
70,0.0004732561735923055
71,0.00045359037468965715
72,0.0004403095754307255
73,0.0004119601770126223
74,0.0003833553786087699
75,0.00034402378080347325
76,0.00035194118036168233
77,0.0003396819810457456
78,0.0003059691829269198
79,0.0003080123828129093
80,0.00027583198460857505
81,0.00025310138587694275
82,0.0002771089845373187
83,0.00027506578465132927
84,0.00031848378222860485
85,0.00033763878115975615
86,0.00029677478343996706
87,0.0002689361849933609
88,0.00026382818527838706
89,0.00024569478629023114
90,0.00022883838723081803
91,0.00023215858704555116
92,0.00021351438808589734
93,0.00022270878757284967
94,0.00022909378721656676
95,0.00022909378721656676
96,0.00022194258761560346
97,0.00023164778707405326
98,0.00024084218656100602
99,0.00022653978735907984
100,0.000207895588399426
101,0.00019129458932576164
102,0.00017954618998132282
103,0.00017903539000982535
104,0.00015885879113567954
105,0.00012693379291709448
106,9.781819454174464e-05
107,0.00010139379434222608
108,0.00011773939343014172
109,0.00011416379362966028
110,9.32209947982687e-05
